PONDERADOR	A1_COD	D1	D2_COD	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	SEXO	E2	E3	E4	E5	PROV	CANT_COD	F1	F2	F3	F4	F5	F6	F7	G1	G2	G3	G4	G5_COD	G6	G7	G8	G9	G10_COD	G11_COD	edadgrupo	educagrupo
1,006	99	2	8	99999	99999	99999	99999	99999	99999	99999	99999	99999	5	1	74	1	4	5	1	1-03 DESAMPARADOS	9	1	9	9	9	9	9	1	1	1	99999	99999	99999	2	2	2	99999	1	3	2
,424	6	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	5	2	47	1	5	1	1	1-02 ESCAZU	2	1	1	1	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	2	3
,505	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	19	1	5	2	1	1-15 MONTES DE OCA	2	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	1	3
,393	5	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	63	1	5	4	1	1-15 MONTES DE OCA	1	1	1	1	2	2	1	1	4	2	1	99999	99999	2	2	2	99999	1	3	3
,399	6	2	8	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	1	63	2	5	6	1	1-03 DESAMPARADOS	2	1	1	1	1	2	2	1	3	1	99999	99999	99999	2	2	2	99999	1	3	3
,505	6	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	27	1	5	1	4	4-01 HEREDIA	2	1	1	2	1	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	1	1	3
,393	3	1	99999	2	1	1	2	2	2	99999	99999	99999	5	2	56	1	5	1	1	1-13 TIBAS	2	1	2	2	2	2	1	1	1	2	1	99999	99999	2	2	2	99999	1	3	3
,393	3	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	53	1	5	1	7	7-01 LIMON	1	1	2	1	1	2	1	1	1	1	99999	99999	99999	2	2	2	99999	1	3	3
,505	3	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	18	1	5	2	1	1-01 SAN JOSE	2	1	2	1	1	2	2	1	3	1	99999	99999	99999	2	2	2	99999	1	1	3
,424	6	1	99999	2	1	1	2	2	2	99999	99999	99999	4	2	45	1	5	1	4	4-01 HEREDIA	1	1	1	1	2	2	1	1	3	1	99999	99999	99999	2	2	2	99999	1	2	3
1,643	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	2	76	1	1	4	1	1-03 DESAMPARADOS	1	2	2	2	2	2	1	1	1	1	99999	99999	99999	2	2	2	99999	1	3	1
1,079	2	1	99999	2	1	2	2	2	1	1	1	2	2	2	34	1	4	4	6	6-01 PUNTARENAS	1	1	1	1	2	2	1	1	3	1	99999	99999	99999	2	2	2	99999	1	2	2
1,593	2	2	9	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	25	1	3	3	4	4-05 SAN RAFAEL	2	1	2	1	2	2	1	1	5	2	1	99999	99999	2	2	2	99999	1	1	2
2,503	99	1	99999	1	1	2	1	1	1	1	1	2	1	1	46	1	2	1	5	5-03 SANTA CRUZ	1	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	2	1
,389	2	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	38	3	5	1	2	2-01 ALAJUELA	2	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	2	3
,881	1	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	35	2	4	1	2	2-01 ALAJUELA	2	1	1	1	2	2	1	1	3	1	99999	99999	99999	2	2	2	99999	1	2	2
,608	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	25	1	5	1	1	1-01 SAN JOSE	1	1	1	1	1	1	2	2	99999	99999	99999	99999	99999	2	2	2	99999	1	1	3
1,593	5	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	19	1	4	2	5	5-02 NICOYA	1	1	2	2	2	2	1	1	1	1	99999	99999	99999	2	2	2	99999	1	1	2
,389	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	40	1	5	1	1	1-01 SAN JOSE	2	1	2	1	1	2	2	1	1	2	2	1	99999	2	2	2	99999	1	2	3
,424	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	31	1	5	1	1	1-14 MORAVIA	1	1	1	1	1	1	2	1	5	1	99999	99999	99999	2	2	2	99999	1	2	3
,424	6	1	99999	2	2	2	2	2	2	99999	99999	99999	4	2	34	1	5	1	3	3-05 TURRIALBA	1	1	1	1	1	1	1	1	4	1	99999	99999	99999	2	2	2	99999	1	2	3
,389	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	42	1	5	1	1	1-03 DESAMPARADOS	2	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	2	3
,505	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	21	1	5	3	1	1-08 GOICOECHEA	2	1	2	1	1	1	2	1	5	2	1	99999	99999	2	2	2	99999	1	1	3
2,438	9	1	99999	2	1	2	2	2	2	99999	99999	99999	2	2	20	1	4	1	4	4-01 HEREDIA	2	1	2	1	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	1	2
,608	9	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	19	8	5	2	1	1-15 MONTES DE OCA	2	1	1	1	1	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	1	1	3
1,593	5	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	1	18	1	3	2	2	2-01 ALAJUELA	2	1	2	1	1	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	1	2
2,438	2	1	99999	2	1	1	2	1	2	99999	99999	99999	2	2	24	1	3	1	7	7-02 POCOCI	2	1	2	2	2	2	1	1	5	1	99999	99999	99999	2	2	2	99999	1	1	2
,424	6	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	39	1	5	3	1	1-08 GOICOECHEA	1	1	1	2	1	2	1	1	1	1	99999	99999	99999	2	2	2	99999	1	2	3
2,438	6	1	99999	2	1	2	1	2	2	99999	99999	99999	3	2	27	1	4	3	2	2-02 SAN RAMON	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	1	2
,389	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	46	1	5	6	3	3-01 CARTAGO	1	1	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	2	3
1,643	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	74	1	2	5	1	1-03 DESAMPARADOS	1	1	2	1	2	2	1	1	6	2	1	99999	99999	2	9	9	99999	1	3	1
,393	99	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	57	1	5	1	1	1-01 SAN JOSE	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	3	3
1	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	40	1	9	9	9	NS/NR	9	9	9	9	9	9	9	1	1	1	99999	99999	99999	2	2	2	99999	1	2	9
2,438	99	1	99999	99999	1	1	1	1	99999	99999	99999	99999	3	2	29	1	4	6	1	1-19 PEREZ ZELEDON	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	1	2
,393	8	1	99999	2	1	1	1	2	2	99999	99999	99999	4	2	59	1	5	1	6	6-01 PUNTARENAS	1	1	2	1	2	2	1	1	3	1	99999	99999	99999	2	2	2	99999	1	3	3
,881	3	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	43	2	3	1	1	1-10 ALAJUELITA	2	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	1	2	2
2,124	5	1	99999	1	1	1	1	1	1	1	1	2	2	1	66	1	2	5	5	5-09 NANDAYURE	1	1	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	3	1
1,006	3	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	53	1	3	1	2	2-06 NARANJO	2	1	1	2	2	1	2	2	99999	99999	99999	99999	99999	2	2	2	99999	1	3	2
,424	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	42	1	5	1	1	1-03 DESAMPARADOS	1	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	1	2	3
1,821	3	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	42	1	2	1	2	2-01 ALAJUELA	1	1	2	1	2	2	2	1	1	1	99999	99999	99999	2	2	2	99999	2	2	1
1,821	6	1	99999	2	1	2	2	2	1	2	99999	2	4	2	39	1	2	1	3	3-01 CARTAGO	1	1	1	2	2	2	1	1	1	2	1	99999	99999	2	2	2	99999	2	2	1
,608	1	2	7	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	27	1	5	1	4	4-01 HEREDIA	1	1	1	1	1	2	2	1	1	2	1	99999	99999	2	2	2	99999	2	1	3
1,079	9	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	42	1	4	4	1	1-01 SAN JOSE	1	1	2	1	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	2
,389	3	1	99999	2	2	2	2	1	1	1	2	2	2	1	33	1	5	1	1	1-08 GOICOECHEA	2	1	2	1	1	2	1	1	1	1	99999	99999	99999	2	2	2	99999	2	2	3
,424	2	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	37	1	5	4	1	1-08 GOICOECHEA	2	1	1	2	2	2	2	1	5	2	1	99999	99999	2	2	2	99999	2	2	3
,881	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	33	1	4	1	3	3-01 CARTAGO	1	1	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	2
1,006	3	1	99999	2	1	1	2	1	1	1	2	2	3	1	54	1	4	1	3	3-01 CARTAGO	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	2
1,643	2	1	99999	1	1	1	1	2	2	99999	99999	99999	5	2	61	1	2	1	6	6-01 PUNTARENAS	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	1
1,643	3	1	99999	1	1	1	2	1	1	2	1	2	2	2	64	1	2	1	2	2-01 ALAJUELA	1	1	1	1	2	1	1	1	5	1	99999	99999	99999	2	2	2	99999	2	3	1
,881	3	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	43	1	3	1	1	1-03 DESAMPARADOS	2	1	2	2	2	2	2	1	5	1	99999	99999	99999	2	2	2	99999	2	2	2
1,006	9	1	99999	2	1	2	1	1	1	1	1	2	2	1	52	1	4	1	4	4-01 HEREDIA	1	1	1	1	2	1	1	9	99999	99999	99999	99999	99999	2	2	2	99999	2	3	2
,881	3	1	99999	1	1	1	2	2	1	2	2	1	5	1	38	1	4	1	1	1-10 ALAJUELITA	1	1	1	2	2	2	1	1	1	1	99999	99999	99999	2	2	2	99999	2	2	2
,389	3	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	43	1	5	1	1	1-01 SAN JOSE	1	1	1	1	2	1	1	1	3	2	1	99999	99999	2	2	2	99999	2	2	3
2,124	2	2	9	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	68	1	1	1	2	2-13 UPALA	1	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	1
1,079	9	2	5	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	2	48	1	3	4	6	6-01 PUNTARENAS	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	2
,393	5	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	64	1	5	5	4	4-09 SAN PABLO	1	1	1	1	2	2	1	1	1	1	99999	99999	99999	2	2	2	99999	2	3	3
,505	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	21	1	5	2	2	2-01 ALAJUELA	1	1	2	1	2	2	1	1	4	1	99999	99999	99999	2	2	2	99999	2	1	3
,881	6	1	99999	2	1	1	2	1	2	99999	99999	99999	4	1	38	1	4	1	3	3-01 CARTAGO	2	1	1	1	2	2	1	1	3	1	99999	99999	99999	2	2	2	99999	2	2	2
1,593	2	1	99999	2	2	2	2	2	2	99999	99999	99999	4	1	25	1	3	2	7	7-02 POCOCI	2	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	2	1	2
1,079	8	1	99999	2	1	1	2	99999	2	99999	99999	99999	5	2	30	2	3	4	1	1-03 DESAMPARADOS	2	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	2
,393	3	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	53	1	5	6	4	4-01 HEREDIA	1	1	1	1	1	2	1	1	6	2	2	8	99999	2	2	2	99999	2	3	3
1,643	9	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	2	54	1	2	4	3	3-05 TURRIALBA	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	1
1,593	5	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	29	1	3	3	1	1-03 DESAMPARADOS	2	1	2	2	2	2	2	1	1	1	99999	99999	99999	2	2	2	99999	2	1	2
,881	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	5	1	37	2	3	1	6	6-01 PUNTARENAS	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	2
1,095	9	1	99999	1	1	2	1	2	2	99999	99999	99999	3	2	57	1	4	4	2	2-13 UPALA	2	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	2
,424	2	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	43	1	5	4	3	3-05 TURRIALBA	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	3
1,095	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	57	1	4	5	2	2-12 VALVERDE VEGA	9	1	9	9	9	9	9	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	2
,608	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	1	23	1	5	2	6	6-06 AGUIRRE	1	1	1	1	2	2	1	1	4	2	1	99999	99999	2	2	2	99999	2	1	3
1,079	5	1	99999	2	1	1	2	2	1	1	2	2	2	2	34	1	4	6	2	2-10 SAN CARLOS	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	2
1,095	5	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	51	1	3	4	1	1-01 SAN JOSE	2	1	2	1	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	2
,399	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	62	1	5	1	2	2-02 SAN RAMON	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	3
,424	2	1	99999	2	1	1	2	2	1	1	2	2	2	2	33	2	5	4	6	6-01 PUNTARENAS	2	1	2	2	2	2	2	1	5	2	1	99999	99999	2	2	2	99999	2	2	3
,424	2	1	99999	2	1	1	1	1	1	1	1	2	4	2	30	1	5	1	6	6-01 PUNTARENAS	2	1	2	2	2	2	2	1	3	2	1	99999	99999	2	2	2	99999	2	2	3
,389	7	2	6	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	39	1	5	1	3	3-08 EL GUARCO	2	1	1	1	2	2	1	1	9	1	99999	99999	99999	2	2	2	99999	2	2	3
1,593	5	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	18	1	3	2	6	6-07 GOLFITO	2	1	1	2	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	1	2
,389	99	2	6	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	45	1	5	1	3	3-08 EL GUARCO	2	1	1	1	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	3
,505	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	5	2	23	1	5	1	1	1-18 CURRIDABAT	2	1	1	1	1	2	1	1	3	1	99999	99999	99999	2	2	2	99999	2	1	3
1,079	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	5	2	38	1	3	4	5	5-04 BAGACES	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	2
,424	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	30	1	5	3	5	5-05 CARRILLO	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	3
,608	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	25	1	5	1	4	4-09 SAN PABLO	2	1	1	1	2	2	1	1	3	1	99999	99999	99999	2	2	2	99999	2	1	3
1,079	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	40	1	4	4	1	1-11 CORONADO	1	1	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	2
1,593	6	1	99999	2	1	2	2	2	1	1	1	2	2	1	20	1	4	1	6	6-03 BUENOS AIRES	2	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	2	1	2
,389	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	40	1	5	1	2	2-03 GRECIA	2	1	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	3
,424	5	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	2	35	8	5	1	2	2-08 POAS	2	1	2	2	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	3
1,821	2	1	99999	2	1	2	2	2	1	1	2	2	2	2	47	1	2	4	1	1-19 PEREZ ZELEDON	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	1
,424	3	1	99999	2	1	2	2	2	2	99999	99999	99999	5	2	41	1	5	1	4	4-07 BELEN	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	3
,505	9	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	26	1	5	1	7	7-01 LIMON	2	1	2	2	2	1	2	1	1	9	1	99999	99999	2	2	2	99999	2	1	3
,424	8	1	99999	2	1	2	2	2	1	2	2	2	2	2	38	1	5	4	3	3-03 LA UNION	2	1	9	9	9	9	9	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	3
,399	1	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	52	1	5	1	1	1-01 SAN JOSE	1	1	2	2	2	2	1	1	3	1	99999	99999	99999	2	2	2	99999	2	3	3
,505	9	1	99999	2	1	1	99999	1	1	1	1	2	2	2	27	1	5	1	3	3-01 CARTAGO	2	1	1	1	1	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	1	3
1,006	1	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	64	1	3	5	1	1-01 SAN JOSE	1	1	1	2	1	2	1	1	9	2	1	99999	99999	2	2	2	99999	2	3	2
,505	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	20	1	5	2	2	2-01 ALAJUELA	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	1	3
,424	3	2	9	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	2	46	1	5	1	1	1-01 SAN JOSE	1	1	1	1	1	2	2	1	1	1	99999	99999	99999	2	2	2	99999	2	2	3
,399	1	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	1	80	1	5	5	3	3-03 LA UNION	1	1	1	2	1	1	1	1	6	1	99999	99999	99999	2	2	2	99999	2	3	3
1,593	6	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	25	1	4	1	3	3-03 LA UNION	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	1	2
,505	1	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	26	1	5	3	1	1-13 TIBAS	1	1	2	1	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	2	1	3
2,503	6	1	99999	2	1	2	2	2	1	1	2	2	3	1	38	1	2	1	2	2-03 GRECIA	2	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	1
1,079	9	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	32	1	3	1	1	1-07 MORA	2	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	2
,608	5	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	22	1	5	2	1	1-15 MONTES DE OCA	1	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	1	3
,393	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	62	1	5	5	4	4-03 SANTO DOMINGO	2	1	2	2	1	2	1	1	6	2	1	99999	99999	2	2	2	99999	2	3	3
,505	5	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	20	1	5	2	2	2-01 ALAJUELA	2	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	1	3
1,095	9	1	99999	2	1	2	1	2	1	2	1	1	3	2	57	1	3	6	2	2-10 SAN CARLOS	2	1	1	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	2
,389	7	2	2	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	38	1	5	1	4	4-05 SAN RAFAEL	1	1	1	1	1	2	1	1	4	1	99999	99999	99999	2	2	2	99999	2	2	3
,505	8	1	99999	1	1	2	2	2	2	99999	99999	99999	4	2	23	1	5	2	6	6-01 PUNTARENAS	2	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	2	1	3
1	1	1	99999	2	1	1	2	1	1	2	1	2	1	2	99999	9	9	9	9	NS/NR	9	9	9	9	9	9	9	2	99999	99999	99999	99999	99999	2	2	2	99999	2	99999	9
1,643	99	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	2	62	1	2	4	4	4-03 SANTO DOMINGO	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	1
,424	3	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	49	1	5	1	1	1-13 TIBAS	1	1	1	1	1	1	2	1	6	2	2	3	2	2	2	2	99999	2	2	3
2,503	2	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	43	1	2	6	6	6-10 CORREDORES	2	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	1
1,079	1	1	99999	2	1	2	1	2	2	99999	99999	99999	5	2	33	1	4	1	7	7-02 POCOCI	1	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	2
1,821	6	2	9	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	39	1	2	4	6	6-01 PUNTARENAS	1	1	2	2	2	2	1	1	1	1	99999	99999	99999	2	99999	2	99999	2	2	1
,393	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	2	50	1	5	4	2	2-01 ALAJUELA	1	1	1	1	1	2	1	1	6	2	2	4	99999	2	2	2	99999	2	3	3
2,124	4	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	82	1	1	5	1	1-18 CURRIDABAT	1	2	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	1
1,079	9	1	99999	2	1	1	1	2	2	99999	99999	99999	4	2	47	1	3	6	4	4-02 BARVA	2	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	2
1,643	9	1	99999	1	1	2	2	1	1	1	1	2	2	2	58	1	2	4	1	1-03 DESAMPARADOS	1	2	2	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	1
,393	99	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	56	1	5	6	1	1-01 SAN JOSE	1	1	1	1	2	2	1	1	1	1	99999	99999	99999	2	2	2	99999	2	3	3
1,643	9	1	99999	2	1	2	2	2	1	1	2	2	2	2	61	1	2	4	3	3-05 TURRIALBA	1	1	2	2	2	1	1	1	3	1	99999	99999	99999	2	2	2	99999	2	3	1
,424	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	5	2	39	1	5	4	1	1-02 ESCAZU	1	1	1	1	1	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	3
,389	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	1	38	3	5	6	2	2-10 SAN CARLOS	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	3
1,821	2	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	5	2	49	1	2	1	7	7-02 POCOCI	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	1
1,006	6	2	9	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	52	1	4	1	1	1-18 CURRIDABAT	1	1	1	1	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	2
,881	3	2	3	99999	99999	99999	99999	99999	99999	99999	99999	99999	1	1	41	1	4	1	1	1-01 SAN JOSE	2	1	1	2	2	2	1	1	5	1	99999	99999	99999	2	2	2	99999	2	2	2
2,503	4	1	99999	2	1	1	1	2	1	1	2	2	2	1	45	1	2	1	1	1-11 CORONADO	2	1	2	2	2	2	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	1
2,124	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	86	1	2	5	4	4-01 HEREDIA	1	2	2	2	2	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	1
2,503	1	1	99999	99999	1	2	1	99999	1	1	2	2	2	1	37	1	2	1	1	1-19 PEREZ ZELEDON	1	1	9	9	9	9	9	2	99999	99999	99999	99999	99999	2	2	2	99999	2	2	1
1,593	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	1	21	1	4	2	1	1-03 DESAMPARADOS	1	1	1	1	2	1	1	1	1	1	99999	99999	99999	2	2	2	99999	2	1	2
,389	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	33	1	5	1	1	1-01 SAN JOSE	2	1	1	1	2	2	1	1	3	1	99999	99999	99999	2	2	2	99999	2	2	3
1,593	5	1	99999	2	1	2	99999	99999	1	1	99999	2	2	1	24	1	4	3	6	6-01 PUNTARENAS	2	1	1	1	2	2	1	1	3	1	99999	99999	99999	2	2	2	99999	2	1	2
2,124	6	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	4	1	79	1	2	1	4	4-02 BARVA	1	1	2	2	2	1	1	2	99999	99999	99999	99999	99999	2	2	2	99999	2	3	1
,881	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	3	1	46	1	4	1	4	4-04 SANTA BARBARA	2	1	2	2	2	2	2	1	1	1	99999	99999	99999	2	2	2	99999	2	2	2
2,438	1	2	4	99999	99999	99999	99999	99999	99999	99999	99999	99999	2	2	25	2	3	4	6	6-01 PUNTARENAS	2	1	2	2	2	2	2	2	99999	99999	99999	99999	99999	2	2	2	99999	2	1	2
,399	3	2	1	99999	99999	99999	99999	99999	99999	99999	99999	99999	9	1	54	1	5	1	1	1-18 CURRIDABAT	1	1	1	1	1	2	1	1	5	2	1	99999	99999	2	2	2	99999	2	3	3
